protein_annotation	label
Surface/cell-adhesion protein	2
Putative alpha-protein kinase 1	2
TOP2B topoisomerase	2
NLP/P60 protein	2
Complex I-B14.5a	2
Export associated protein	1
Asparagine synthetase [glutamine-hydrolyzing] (EC)	2
Sporulation regulator WhiA	2
SsDNA-dependent ATPase MGS1	2
B box-type domain-containing protein	2
Toxic anion resistance protein TelA	2
Uncharacterized protein YhfF	0
Attractin isoform X1	2
Avirulence-responsive family protein	2
Related to integrase	2
LAGLIDADG endonuclease n1 TaxGibberella zeae PH-1 RepIDA5J033_GIBZE	2
3'-to-5' oligoribonuclease B	2
VAT-2 protein	2
Marine proteobacterial sortase target protein	2
Putative bcs1 AAA-type ATPase	2
kelch-like ECH-associated protein 1 isoform X1	2
Spermatogenesis-associated protein 5-like protein 1	2
Quorum-sensing-regulated virulence factor family protein	2
P27 family phage terminase small	2
30S ribosomal protein S6 modification protein RimK	2
ERF family protein	2
RNase T domain containing protein	2
Ribosomal-protein-S5-alanine N-acetyltransferase	2
Type IV pilus secretin PilQ family protein	2
Replication factor C large subunit	2
Zeta toxin	2
Transcriptional regulator, IclR family protein	2
Putative UDP-galactose 4-epimerase	2
Major tail subunit encoded within prophage CP-933V	2
UDP-4-amino-4, 6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase	2
Mrr restriction endonuclease-like protein	2
Probable phage repressor protein	2
Protein hflC, putative	2
Putative peptidoglycan binding domain 1	2
Putative Prophage antirepressor	2
Unplaced genomic scaffold SPHSTscaffold_416, whole genome shotgun sequence	0
Coat protein	2
NAD+-asparagine ADP-ribosyltransferase	2
Heme-binding protein	2
CHASE4 domain	2
Collagen triple helix repeat-containing protein 1	2
DDE_Tnp_1_7 domain-containing protein	2
Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	2
Putative N-acetyltransferase YjaB	2
Transcription termination factor 2	2
GIY-YIG nuclease domain protein	2
SOS response transcriptional repressor, RecA-mediated autopeptidase	2
Kelch like family member 18	2
PSD1 domain-containing protein	2
dCMP hydroxymethylase	2
Unplaced genomic scaffold K443scaffold_261, whole genome shotgun sequence	0
DUF3265 domain-containing protein	1
Pectate lyase family protein	2
WD repeat-containing protein 53	2
Molecular chaperone	2
Phage major tail protein phi13 family	2
Putative Serine/threonine protein phosphatase	2
RecA bacterial DNA recombination family protein	2
DUF362 domain-containing protein	1
Thymidine kinase	2
BMA-HUS-1	2
Putative N-acetyltransferase YafP	2
uncharacterized protein LOC109480950	0
Contactin 3a, tandem duplicate 2	2
DNA-binding beta-propeller fold protein YncE	2
Proline dehydrogenase	2
ISAs1 family transposase	2
Kelch repeat and BTB domain containing 7	2
Glycohydrolase, putative	2
dUTP pyrophosphatase	2
Phage T4 tail fibre	2
Phage terminase-like protein, large subunit, contains N-terminal HTH domain	2
DUF551 domain-containing protein	1
HhaIM protein	2
TerF-like vWA domain-containing protein	2
26S proteasome regulatory subunit 6B	2
Glutamine--fructose-6-phosphate aminotransferase (Isomerizing)	2
Phosphopantothenate-cysteine ligase	2
Epidermal surface antigen (Flotillin-like protein)	2
COG4626: Phage terminase-like protein, large subunit	2
IENR2 domain-containing protein	2
DNA repair protein RecA homolog 2, mitochondrial	2
Phage related protein	0
UDP-N-acetylglucosamine--N-acetylmuramyl-(Pentapeptide) pyrophosphoryl-UDP N-acetylglucosamine transferase	2
BTB/POZ domain protein	2
DUF5710 domain-containing protein	1
tRNA(Met) cytidine acetyltransferase TmcA	2
Putative Rhs element Vgr protein	2
Chromatin remodeling protein HARP/SMARCAL1, DEAD-box superfamily	2
uncharacterized protein LOC114847662 isoform X2	0
Hemicentin-1	2
ClpS domain-containing protein	2
Phage prohead protease, HK97 family	2
Type III restriction enzyme, res subunit family	2
DEAD/DEAH RNA helicase	2
Peptidase M15C family protein	2
Phage head morphogenesis protein SPP1 gp7 family	2
Uncharacterized protein containing caspase domain	2
Aspzincin_M35 domain-containing protein	2
EF-hand domain-containing protein	2
Endo-1,3(4)-beta-glucanase	2
Unannotated protein	0
SIS domain-containing protein	2
Uncharacterized protein DUF1052	1
DEDDh family exonuclease	2
uncharacterized protein LOC117654103	0
DNA replication domain protein	2
Macro domain-containing protein lp_3408	2
Predicted phosphoesterase	2
Oxalate decarboxylase oxdC	2
Putative DHH phosphatase family protein	2
3-ketoacyl-CoA synthase 17	2
Acetyltransferase protein	2
Phage major tail protein, TP901-1 family	2
Unplaced genomic scaffold scaffold_83, whole genome shotgun sequence	0
PF11185 family protein	1
Hypothetical signaling protein	2
Gp36	0
Type VI secretion system effector, Hcp1 family protein	2
Contactin associated protein 1-like protein	2
Bm5367	0
uncharacterized protein LOC117548310 isoform X1	0
ApaG protein	2
DUF4262 domain-containing protein	1
[cytidine(C)-cytidine(C)-adenosine (A)]-adding enzyme	2
ERCC6	2
Putative head-tail connector	2
ORC1-type DNA replication protein	2
Blast:Kelch domain-containing protein 10 homolog	2
CBS domain protein	2
PBSX prophage	0
Biotin carboxylase	2
Putative endopeptidase Clp	2
O-phosphoserine phosphohydrolase	2
DNA polymerase III sliding clamp (Beta) subunit (PCNA family)	2
Baseplate J family protein	2
Outer membrane protein assembly factor BamE (Lipoprotein component of BamABCDE complex)	2
Dehydrogenases with different specificities (Related to short-chain alcohol dehydrogenases)	2
Phage stabilization protein	2
Kelch 41	2
DNA-binding domain-containing protein, AraC-type	2
Phosphotransferase family enzyme	2
Zinc-type alcohol dehydrogenase	2
Nudix (MutT) family hydrolase/pyrophosphatase	2
ATP-dependent exoDNAse alpha subunit	2
TciA/TerB-like protein	2
Phage Cro/CI transcriptional regulator	2
Phage-like element PBSX protein XkdC	2
Mitochondrial chaperone BCS1	2
Cell division protein FtsZ 2-1, chloroplastic	2
COG2071: predicted glutamine amidotransferases in hypothetical Actinobacterial gene cluster	2
PRTRC genetic system ParB family protein	2
Serine/threonine protein phosphatase	2
Protein cbbY, chromosomal	2
Putative transcriptional regulator, rpiR family protein	2
Methyl-accepting chemotaxis protein, putative	2
Putative Macro domain-containing protein	2
Putative holliday junction resolvase RusA	2
Putative phosphopantothenate-cysteine ligase (CTP)	2
Putative phage minor head protein	2
Transcription factor Sp4	2
(1->4)-alpha-D-glucan synthase (ADP-glucose)	2
Pyridoxal-phosphate dependent protein	2
Amino acid dehydrogenase	2
DUF2815 domain-containing protein	1
uncharacterized protein LOC115321221	0
GatB/YqeY family protein	2
Chaperone protein DnaJ, putative	2
PUTATIVE HEMAGGLUTININ-RELATED PROTEIN	2
WD domain, G-beta repeat-containing protein	2
Group II intron reverse transcriptase/maturase	2
Prophage terminase, small subunit	2
Peroxisome biogenesis factor, putative	2
Chaperonin 60 subunit alpha 2, chloroplastic-like	2
FMN phosphatase YigB, HAD superfamily	2
Phage virion morphogeneis protein	2
MSHA biogenesis protein, MshQ	2
uncharacterized protein YJR142W isoform X2	0
Nucleotidyl transferase AbiEii/AbiGii toxin family protein	2
DnaB-like helicase C-terminal domain protein	2
Phosphoethanolamine N-methyltransferase	2
Putative GTP pyrophosphokinase	2
DNA-binding helix-turn-helix / peptidase S24-like multi-domain protein	2
Tail fiber component K	2
CYTB_NTER domain-containing protein	2
CSON008739 protein	0
Asparagine synthase (Glutamine-hydrolyzing)	2
Coagulation factor 5/8 type domain protein	2
PQQ-dependent sugar dehydrogenase	2
DM13 domain-containing protein	2
Putative phage tail tube protein	2
Uncharacterized homolog ofphage Mu protein gp47	2
Putative peptidase S14	2
hypersensitive-induced response protein 1-like isoform X1	2
thrombospondin-related anonymous protein	2
Valosin-containing protein, isoform CRA_a	2
Uncharacterized protein DUF1983	1
Deaminase	2
DNA, contig: SP610	0
Global transcription factor group A2, putative	2
Beta-glucosidase	2
Galactose oxidase, central domain family protein	2
Saccharopine dehydrogenase	2
CEACAM1 isoform 4	2
DUF536 domain-containing protein	1
ATP-dependent RecD-like DNA helicase	2
N-acyl-L-homoserine lactone synthetase	2
Phage head morphogenesis protein gp7	2
Glycine cleavage system T protein	2
Protein RecA, variant 3	2
GNAT-family acetyltransferase (TIGR03103 family)	2
Heme-bound 3',5'-cyclic-nucleotide phosphodiesterase (Direct oxygen sensor protein)	2
Mu transposase C-terminal domain-containing protein	2
Beta-L-arabinofuranosidase, GH127	2
Kelch like family member 7	2
Cellulase family glycosylhydrolase	2
Raw, isoform A	0
ATP-dependent DNA helicase, RecD/TraA family	2
Bacteriophage L54a, antirepressor, putative	2
UPF0200 protein ENI53_00170	1
DNA topoisomerase II	2
5' nucleotidase, deoxy family protein	2
uncharacterized protein LOC104596878 isoform X1	0
DNA polymerase I family protein with 3'-5'-exonuclease and polymerase domain	2
ZRANB3 protein	2
Phage baseplate assembly protein	2
Ribonucleotide reductase M1 polypeptide	2
GramPos_pilinD1 domain-containing protein	2
Kelch motif	2
Nuclease (SNase)	2
Mitochondrial translational release factor 1 like	2
LAME_0G17370g1_1	0
Putative phage exonuclease	2
Cell Wall hydrolase	2
Phage protein Gp37/Gp68	0
Rha family Phage regulatory protein	2
Putative kelch-like protein 14	2
NEDD4-binding protein 2 isoform X4	2
Rex2 3'-5' RNA exonuclease	2
Nvl protein	2
T-complex protein 1 subunit gamma	2
Estrogen-related receptor gamma	2
Probable short-chain dehydrogenase	2
Antitermination protein	2
Phage portal protein, hk97 family	2
Sigma factor for late transcription	2
uncharacterized protein LOC113788412	0
SPFH domain / band 7 family protein	2
Methyltransferase type 11 (Modular protein)	2
Phage holin	2
N-6 DNA Methylase domain protein	2
HAD superfamily hydrolase (TIGR01509 family)	2
Protein PIR	2
Unplaced genomic scaffold PAXINscaffold_31, whole genome shotgun sequence	0
Clamp loader small subunit	2
Aspartyl/asparaginyl beta-hydroxylase-like dioxygenase	2
Putative gag-pol polyprotein	2
tRNA-dihydrouridine synthase B	2
Thiamine-phosphate synthase	2
SCP2 sterol-binding domain-containing protein	2
DNA repair protein rad5	2
N6 adenine-specific DNA methyltransferase	2
attractin-like	2
Motility quorum-sensing regulator, toxin of MqsA	2
DUF1391 domain-containing protein	1
Transposase ISL3	2
Molecular chaperones (DnaJ family)	2
Putative nitrate/nitrite response transcriptional regulatory protein NarL (LuxR family)	2
Bacteriophage lambda NinG protein	2
DNA (Cytosine-5-)-methyltransferase	2
Putative surface protein	1
Mitochondrial DNA polymerase I protein D	2
Tea1 protein	2
Cis-epoxysuccinate hydrolase	2
DNA repair and recombination protein rad54-like protein	2
Zonula occludens toxin	2
Bacteriophage endonuclease	2
Purine phosphoribosyltransferase, putative	2
Glycerophosphodiester phosphodiesterase	2
Ribose-phosphate pyrophosphokinase 5	2
HFLC protein	2
Thioredoxin M-type, chloroplastic	2
Protein QmcA (Possibly involved in integral membrane quality control)	2
Transcriptional regulator, LytR/AlgR family	2
Deoxycytidylate deaminase domain-containing protein	2
ARAD1B04510p	0
Amidase family protein	2
DUF2163 domain-containing protein	1
Putative ATPase YjoB	2
DUF2800 domain-containing protein	1
Collagenous repeat-containing protein	2
Poly(A) polymerase	2
Putative poly polymerase protein	2
Tmk protein	2
DNA-binding CsgD family transcriptional regulator	2
Phage tail sheath	2
Phage tail tape measure protein, lambda family	2
Putative transcriptional repressor	2
Putative HNH family endonuclease, phage associated	2
Circadian clock KaiC-like protein	2
Glycoside hydrolase, family 19	2
Ribose-phosphate pyrophosphokinase 1	2
TP901 family tail tape measure protein	2
R2K_2 domain-containing protein	2
PF04447 family protein	1
NADH:flavorubredoxin reductase NorW	2
Methylated-DNA--[protein]-cysteine S-methyltransferase	2
M48 family metalloprotease	2
HlyD family efflux transporter periplasmic adaptor subunit	2
Putative ribose-phosphate pyrophosphokinase 2	2
DNA repair protein rad9	2
SLAM family member 6-like isoform X2	2
DNA protecting protein DprA	2
DCD (Development and Cell Death) domain protein	2
Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase	2
TCP-1/cpn60 chaperonin family protein	2
Origin recognition complex subunit 1	2
Host-nuclease inhibitor protein Gam, putative	2
Antirestriction protein klcA	2
Lactamase B and dCMP cyt deam 1 domain containing protein	2
Mu-like prophage FluMu protein gp47	2
Single-strand binding protein family protein	2
Putative PE-PGRS family protein PE PGRS54	2
uncharacterized protein LOC111435535	0
Similar to phage repressor protein ci	2
COG2932: Predicted transcriptional regulator	2
[ribosomal protein S5]-alanine N-acetyltransferase	2
N-acetyltransferase ElaA	2
Polymerase III, alpha subunit protein	2
Insertion element protein	2
Transcription regulator IclR, C-terminal	2
SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1	2
Phage terminase, large subunit, PBSX	2
Uncharacterized protein (TIGR02217 family)	1
Actin-1	2
Predicted peptide chain release factor 2, related to PrfB	2
Related to Ribonucleoside-diphosphate reductase small chain	2
Putative radical SAM superfamily protein	2
Thymidylate synthase ThyX (TS) (TSase)	2
Conserved hypothetical membrane protein	1
Small HspC2 heat shock protein	2
Influenza virus NS1A-binding protein homolog A	2
ATP dependent DNA ligase-like protein,ATP dependent DNA ligase family protein	2
Prophage MuMc02, terminase, ATPase subunit, putative	2
ARAD1C36740p	0
FAD/FMN-containing dehydrogenase	2
Integral membrane protein terc	2
Upf86.8	0
ITAD	2
Recombinase XerC	2
NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	2
Putative Mov34/MPN/PAD-1 family protein	2
Helicase, SNF2 family	2
Diaminohydroxyphosphoribosylaminopyrimidine deaminase	2
Histidine triad (HIT) protein	2
dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD(P)(+))	2
Putative two-component system response regulator	2
Putative 2OG-Fe(II) oxygenase	2
F-box kelch-repeat At3g27150	2
Uncharacterized phage-encoded protein-like protein	0
Exonuclease, DNA polymerase III, epsilon subunit	2
Uncharacterized protein PM1122	0
uncharacterized protein LOC117644608 isoform X2	0
HlyD family secretion protein	2
Glucitol operon GutQ protein	2
ANTXR cell adhesion molecule 1d	2
ORF11CD3 domain-containing protein	0
AAA domain-domain-containing protein	2
Assimilatory nitrite reductase subunit-like protein	2
Nudix hydrolase 20, chloroplastic	2
SAM-dependent DNA methyltransferase	2
Band 7/Mec-2 family protein	2
4-hydroxybenzoate polyprenyltransferase, mitochondrial	2
Mannose-1-phosphate guanylyltransferase 1	2
CDAC1 protein	2
Thermonuclease family protein	2
5'-deoxynucleotidase SCTVLC_2658	2
Similar to Probable mitochondrial chaperone BCS1-B acc. no. Q54DY9	2
DUF2500 domain-containing protein	1
Phage antirepressor KilAC domain protein	2
MazG-like family protein	2
Bacteriophage Mu I family protein	0
Minor tail protein	2
16.9 kDa class I heat shock protein 2	2
SMC domain-containing protein	2
DNA-binding transcriptional regulator, XRE-family HTH domain	2
Collagen-like protein-7	2
Mycothiol acetyltransferase	2
Phosphonoacetaldehyde hydrolase	2
Nitrate ABC transporter ATP-binding protein	2
Glucose-fructose oxidoreductase	2
Redoxin domain-containing protein	2
Formylmethanofuran dehydrogenase subunit E	2
FMN adenylyltransferase	2
Putative protease (I) and scaffold (Z) protein	2
Nicotinate-nucleotide pyrophosphorylase	2
Radical SAM superfamily protein	2
26S proteasome ATPase 3 subunit	2
Transglutaminase-like superfamily protein	2
Protein/band 7 family protein	2
P2 phage tail completion protein R (GpR)	2
Double zinc ribbon	2
RD21A protein	2
Late control gene D protein (GPD)	2
Replication initiation factor	2
ribonucleoside-diphosphate reductase subunit M2 B	2
Predicted ABC-type ATPase	2
Histone-lysine N-methyltransferase SETDB1	2
Sialic acid synthase	2
uncharacterized protein LOC115625951	0
5'-deoxynucleotidase NCTC204_04081	2
Fucolectin	2
Putative defective protein IntQ	2
GroL protein	2
Thrombospondin-related anonymous protein	2
Lactonase	2
Putative metallophosphoesterase	2
dUTP diphosphatase	2
Glycosyl hydrolase family 31/fibronectin type III domain protein	2
Deoxycytidine triphosphate deaminase	2
TRAP transporter	2
Prophage pi1 protein 37, capsid protein	2
Tellurite resistance protein TerA	2
Chromodomain-helicase-DNA-binding protein 2-like	2
DUF1554 domain-containing protein	1
kelch repeat and BTB domain-containing protein 7-like	2
Poly(ADP-ribose) polymerase family member 9	2
Putative A transposase	2
Mu-like prophage protein gp46	0
Phosphate starvation-inducible ATPase PhoH with RNA binding motif	2
Asparagine synthetase [glutamine-hydrolyzing] 1	2
Fatty acid synthase S-acetyltransferase	2
Replication protein O	2
cell surface glycoprotein CD200 receptor 1-like isoform X6	2
CMP/dCMP deaminase, zinc-binding	2
Putative GTPase	2
Recombination protein F	2
AraC family transcriptional regulator, cell operon repressor	2
Heat Shock Protein	2
uncharacterized protein LOC107793301 isoform X2	0
Related to BCS1-Mitochondrial protein of the AAA family of ATPases	2
Uncharacterized protein AF_1796	0
Phage structural protein	2
RnaseH-domain-containing protein	2
CP4-like integrase	2
Putative cell surface protein	1
Glutamine amidotransferase	2
DNA-binding protein RDGA	2
Kelch-like protein 32 BTB and kelch domain-containing protein 5	2
P/Homo B domain-containing protein	2
Putative DNA packaging protein GP17 (Terminase)	2
5'(3')-deoxyribonucleotidase, mitochondrial	2
Glutamine amidotransferase SNO family	2
Iron-regulated protein	2
Thymidylate synthase flavin-dependent	2
Putative Nucleoside 2-deoxyribosyltransferase	2
Type II secretion system F family protein	2
DNA-binding HxlR family transcriptional regulator	2
Putative prophage PSSB64-02, Orf63	0
LamG domain protein jellyroll fold domain protein	2
Putative phage tail fiber-related protein	2
HD-like signal output (HDOD) domain, no enzymatic activity	2
ADP-ribose glycohydrolase AF_1521	2
AAA_5 domain-containing protein	2
DNA polymerase bacteriophage-type	2
Predicted ATPase/kinase involved in NAD metabolism	2
Uncharacterized protein ybjS	0
Uncharacterized HTH-type transcriptional regulator CBU_1416	2
3',5'-cyclic AMP phosphodiesterase CpdA	2
Membrane-anchored band 7 domain protein	2
Synaptic vesicle membrane protein VAT-1 homolog	2
Capsid-protein-GpE domain protein	2
Sulfate adenylyltransferase small subunit	2
Putative transcriptional regulator protein, MerR family	2
Peroxisome assembly factor 2	2
Zinc finger/helix-turn-helix protein, YgiT family	2
Putative ribonuclease H1	2
Proteasome subunit beta type-11	2
Late control gene D protein	2
Endonuclease 2	2
Flap endonuclease Xni	2
YGR238Cp-like protein	0
Transcriptional regulatory protein YpdB	2
Phage tail length tape measure protein	2
Regulatory prophage protein cI	2
uncharacterized protein LOC104243714	0
Bacterial stress protein	2
Anaphase-promoting complex, cyclosome, subunit 3	2
Bacteriophage protein, PF04883 family	1
HTH-type transcriptional regulator DmlR	2
Contig0026, whole genome shotgun sequence	0
TelA-like protein	2
SbcD_rel_arch: putative phosphoesterase	2
RNase H domain-containing protein	2
Acyl-CoA-binding domain-containing protein 4-like protein	2
Probable DNA-directed RNA polymerase	2
Diaminopimelate decarboxylase	2
Signal peptidase I	2
Phosphoesterase DHHA1	2
Serine/threonine protein kinase, putative	2
Putative PhoH-like protein PhoH2	2
Phage baseplate-like protein	2
Podospora anserina S mat+ genomic DNA chromosome 1, supercontig 4	0
Predicted phosphoesterase or phosphohydrolase	2
Stomatin/prohibitin-family membrane protease subunit PA4582	2
Nucleic acid-binding protein	2
kelch-like protein 29 isoform X6	2
SprT-like domain protein	2
GpF1	0
ASPHD2 protein	2
Tyrosine recombinase xerC 2	2
DUF3102 domain-containing protein	1
Cochlin	2
O-acetyl-ADP-ribose deacetylase-like protein	2
SLAM family member 7 isoform X1	2
NadR-like protein	2
KR-domain-containing protein	2
collagen alpha-4(VI) chain-like	2
Protein disulfide isomerase, putative	2
Major capsid protein Gp5	2
GIY-YIG catalytic domain protein	2
SPX domain-containing protein	2
dCMP deaminase family protein	2
Dual specificity phosphatase, catalytic domain	2
Procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3	2
Putative DNA (Cytosine-C5) methyltransferase	2
Pre-rRNA-processing protein PNO1	2
Tellurium resistance protein TerA	2
Dual specificity protein phosphatase	2
Phage essential recombination function protein	2
Putative Chitinase	2
KPRB protein	2
Virulence-associated E family protein	2
Putative P2 phage tail completion protein R (GpR)	2
Putative Phage anti-repressor protein	2
Prohibitin subunit	2
Peptide chain release factor 2 (RF-2)	2
Putative conserved NADP-binding domain-containing protein	2
Kinase/phosphohydrolase	2
Predicted phage-related endonuclease	2
Predicted phosphohydrolase, Cof family, HAD superfamily	2
Putative deoxycytidylate deaminase	2
Ribose-phosphate pyrophosphokinase 2-like	2
RNA polymerase sigma-E factor Sigma-24	2
Probable phosphate starvation-induced protein	2
YceE	0
Plasmid RP4 TraN-like protein	2
Possible minor structural protein gp89	2
MHYT domain-containing protein, NO-binding membrane sensor	2
Proteasome-activating nucleotidase	2
trithorax group protein osa isoform X4	2
Cell surface protein	1
Putative diguanylate cyclase domain protein	2
Polymerase (DNA directed) nu	2
ATP-dependent exoDNAse (Exonuclease V) alpha subunit RecD	2
Putative kelch-like protein 12	2
D-fructose-6-phosphate amidotransferase	2
Hecd-1 protein	2
Lipopolysaccharide biosynthesis protein	2
Zinc finger ran-binding domain-containing protein 3	2
Putative exodeoxyribonuclease V	2
Phosphopantothenate-cysteine ligase/phosphopantothenoylcysteine decarboxylase	2
SLAM family member 7 isoform X6	2
Response regulator protein VraR	2
Vacuolin-C	2
Chd1l protein	2
Amidophosphoribosyltransferase	2
DUF1902 domain-containing protein	1
GTP cyclohydrolase	2
A118 family predicted phage portal protein	2
sodium/hydrogen exchanger 8-like	2
Similar to aspartate beta-hydroxylase isoform a	2
1-deoxypentalenic acid 11-beta-hydroxylase	2
Na+/H+ transporter	2
Putative polyketide synthase protein	2
Poly	0
Glycosyl hydrolase family 31	2
FabF protein	2
Chaperonin 60 subunit alpha 2, chloroplastic	2
Tail fiber assembly protein G	2
Sugar metabolism cluster protein	2
RHS repeat-associated core domain protein	2
Patatin-like phospholipase domain-containing protein	2
uncharacterized protein LOC106763171 isoform X2	0
DnaJ homolog subfamily B member 11	2
Ig domain protein group 2 domain protein	2
FAD-dependent pyridine nucleotide-disulphide oxidoreductase	2
Phosphate starvation inducible protein	2
Histone acetyltransferase HPA2/related acetyltransferase	2
Diguanylate cyclase (GGDEF) domain protein	2
kelch domain-containing protein 1-like	2
Exonuclease rnase t and dna polymerase iii	2
DCTD isoform 8	2
A-adding tRNA nucleotidyltransferase	2
Poly [ADP-ribose] polymerase 10/14/15	2
Sodium/hydrogen exchanger 7-like	2
Secretin GspD	2
Radical SAM methyltransferase, RlmN-like	2
Cupin 1	2
TAXI family TRAP transporter solute-binding subunit	2
Conserved hypothetical fusion protein	0
AAA domain-containing protein/AAA_assoc domain-containing protein	2
Endosomal/prevacuolar sodium/hydrogen exchanger	2
SEFIR domain-containing protein	2
Prim_Zn_Ribbon domain-containing protein	2
Sensory transduction protein lytT	2
Putative polysacchide deacetylase	2
O-antigen chain-terminating methyltransferase	2
L-type lectin-like domain-containing protein	2
DNA helicase/exodeoxyribonuclease V, subunit B	2
N-acetyl-anhydromuramyl-L-alanine amidase AmpD	2
Kelch like family member 41	2
DNA topoisomerase (ATP-hydrolyzing) subunit B	2
Putative phage hydrolase of HD superfamily	2
Phage protein GP46	0
Nuclease SbcCD subunit D	2
Putative LysR family transcriptional regulator YafC	2
DNA ligase 1	2
Putative membrane protein YccC	2
ParB-like nuclease	2
Unplaced genomic scaffold supercont1.3, whole genome shotgun sequence	0
DNA polymerase III subunit delta	2
Minor fimbrium subunit Mfa5	2
Phage tail tube protein gp19, putative	2
Conjugation with cellular fusion-related protein	2
GatB/Yqey domain superfamily	2
Minor capsid protein 2	2
Putative GTP-binding protein	2
NR2CA protein	2
collagen alpha-1(VII) chain	2
Putative HEMAGGLUTININ-RELATED PROTEIN	2
Endo-1,4-beta-xylanase A	2
DUF1523 domain-containing protein	1
Putative KTI12 protein	2
Copper chaperone PCu(A)C	2
Thymidine kinase 2, mitochondrial-like	2
DUF4015 domain-containing protein	1
Putative antirepressor protein	2
ATP-dependent exodeoxyribonuclease	2
Protein-serine/threonine phosphatase	2
Putative aldehyde dehydrogenase	2
Regulatory protein GntR HTH	2
Hypothetical protease	2
kelch-like protein 11	2
Vitamin B12-dependent ribonucleoside-diphosphate reductase	2
HBL275Wp	0
Transposase InsO and inactivated derivatives	2
Ribonucleoside-diphosphate reductase subunit alpha 2	2
GMP synthetase	2
Band 7 protein	2
E3 ubiquitin-protein ligase MIB2	2
uncharacterized protein LOC106161617	0
Exodeoxyribonuclease X, putative	2
Related to Putative ATP-dependent helicase IRC3	2
Peptidoglycan hydrolase FlgJ	2
Type III restriction enzyme res	2
Conserved Uncharacterized	0
SNF2P	2
Pectin degradation repressor protein KdgR	2
SsDNA-binding Zn-finger/Zn-ribbon topoisomerase 1	2
Pilus assembly protein CpaC	2
Sec3-PIP2_bind domain-containing protein	2
Modification methylase BglI	2
4-phospho-panto-thenoylcysteine synthetase	2
GMP synthase-like glutamine amidotransferase	2
dUTP diphosphatase Dut, putative	2
F-box/kelch-repeat protein SKIP4	2
Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	2
Cell wall hydrolase, SleB domain protein	2
Cupin region	2
ACB domain-containing protein	2
Kelch-like protein 41	2
Prophage repressor protein	2
NEDD4-binding protein 2-like 1	2
Agenet domain protein	2
Aminopeptidase N	2
Putative Phosphopantothenate--cysteine ligase	2
Translocation-enhancing protein TepA	2
Integrin subunit alpha L	2
LysR substrate binding domain protein	2
Bacteriophage Mu tail sheath	2
Deoxynucleoside monophosphate kinase	2
Aspartyl/asparaginyl beta-hydroxylase and putative dioxygenase	2
LAFA_0G18426g1_1	0
Type-I PKS	2
Proteasome lid subunit RPN8/RPN11, contains Jab1/MPN metalloenzyme (JAMM) motif	2
ATP-dependent exoDNAse	2
Cell division protease ftsH	2
ErfK/YbiS/YcfS/YnhG	2
D-mannose binding lectin	2
Bacteriophage P2 Tail completion protein GPS	2
Tubulin alpha-8 chain	2
Adenine-specific DNA-methyltransferase	2
Molecular chaperone HtpG	2
ParB, chromosome partitioning protein, ParB family	2
uncharacterized protein LOC104607806 isoform X3	0
DNA-binding transcriptional regulator, PadR family	2
SOS response associated peptidase (SRAP)	2
Gp47 protein	0
tRNA nucleotidyltransferase (CCA-adding enzyme)	2
MazG family protein	2
HNH homing endonuclease III	2
LMWPc domain-containing protein	2
Pro-head protease	2
NB-ARC domain-containing protein	2
Putative polygalacturonase-like protein	2
Putative phage serine protease XkdF	2
Putative ABC transporter	2
Putative outer membrane repeat protein	2
Calcium/sodium:proton antiporter	2
DEBR0S2_06480g1_1	0
HbP1	2
Uncharacterized protein YqeN	0
Baseplate hub subunit	2
Homolog to phiHAP-1 protein gp45	0
Tripartite motif-containing 5-like isoform X1	2
DNA-binding transcriptional regulator YdaS (Cro superfamily)	2
UPF0200 protein AYL32_014580	1
DNA-binding XRE family transcriptional regulator	2
Flagellar assembly peptidoglycan hydrolase FlgJ	2
Putative Baseplate assembly protein W	2
Peptide chain release factor RF1	2
Cro/CI family transcriptional regulator	2
Phage-related integrase	2
Dda DNA helicase	2
Aminoalkylphosphonic acid N-acetyltransferase	2
Regulatory protein CI from bacteriophage origin	2
Elp3 domain-containing protein	2
5'3'-deoxyribonucleotidase, cytosolic type	2
CTP synthase	2
Putative tail tip fiber protein	2
LvrE	0
Homeodomain-like domain-containing protein	2
Uncharacterized protein YjbI, contains pentapeptide repeats	1
LprI domain-containing protein	2
kelch-like protein 33	2
Phage T7 capsid assembly protein	2
Nucleotidyl transferase domain protein	2
Helicase	2
CTP_transf_like domain-containing protein	2
6-phosphofructo-2-kinase/fructose-2	2
Plasmid stabilization protein, putative	2
Putative membrane protein YgcG	2
GatB/YqeY domain-containing protein	2
Putative ADP-ribose pyrophosphatase/acetyltransferase	2
Aminotransferase class III-fold pyridoxal phosphate-dependent enzyme	2
Hypothetical Gifsy-1 prophage	0
Rrf2-linked NADH-flavin reductase	2
Fibronectin, type III	2
Phage DNA Packaging Protein	2
Mitochondrial DNA ligase, putative	2
Redox-sensitive transcriptional activator OxyR	2
